issue,fetched_at,SETTLEMENTDATE,REGIONID,RRP,TOTALDEMAND,NETINTERCHANGE,SCHEDULEDGENERATION,SEMISCHEDULEDGENERATION
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T16:00:00,VIC1,1.0599,4885.33,302.25,3309.004,1883.896
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T16:30:00,VIC1,36.88894,5343.27,458.7,4175.997,1575.463
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T17:00:00,VIC1,65,5718.65,359.47,4791.602,1251.908
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T17:30:00,VIC1,90.05817,6135.8,172.19,5350.001,936.009
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T18:00:00,VIC1,117.94593,6535.67,77.52,5924.005,672.405
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T18:30:00,VIC1,170.11,6817.21,130.89,6428.252,503.558
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T19:00:00,VIC1,170.11,6876.1,133.46,6620.518,366.872
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T19:30:00,VIC1,183.55041,6823.35,194.19,6691,302.89
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T20:00:00,VIC1,252.65,6728.71,218.19,6666.344,256.136
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T20:30:00,VIC1,296.02193,6646.94,1.32,6411.997,214.853
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T21:00:00,VIC1,298.06906,6547.75,27.77,6366.004,186.416
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T21:30:00,VIC1,399.48,6446.87,-186.7,6064.486,165.854
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T22:00:00,VIC1,573.83132,6271.94,-318.61,5780.996,148.974
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T22:30:00,VIC1,308.73199,6083.98,-221.11,5692.998,139.102
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T23:00:00,VIC1,321.28817,5912.71,-363.76,5357.996,157.054
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-22T23:30:00,VIC1,353.70922,5879.4,-364.45,5332.996,152.214
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T00:00:00,VIC1,341.68693,5792.9,-296.56,5318.001,150.609
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T00:30:00,VIC1,158.16869,5669.48,-218.81,5262.998,150.312
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T01:00:00,VIC1,125.06775,5506.02,-80.05,5233,157.39
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T01:30:00,VIC1,109.39109,5361.59,-4.38,5148.005,173.125
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T02:00:00,VIC1,94.28936,5193.73,117.43,5078,195.39
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T02:30:00,VIC1,92.50638,5065.68,206.64,5018.001,213.879
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T03:00:00,VIC1,89.67862,4950.34,203.06,4872.997,244.543
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T03:30:00,VIC1,82.79584,4895.8,283.78,4853.005,283.835
2026-08-21T14:00:00,2026-08-21T03:59:15.022Z,2026-08-23T04:00:00,VIC1,76.3202,4838.93,372.66,4843.003,323.827
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T14:30:00,NSW1,30.73804,7799.56,-1060.26,4042.453,2626.477
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T15:00:00,NSW1,35.85167,7749.69,-1019.88,4256.997,2398.013
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T15:30:00,NSW1,18.86424,7892.6,-1014.8,4644.003,2160.487
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T16:00:00,NSW1,23.99,7667.02,-612.42,5143.428,1887.722
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T16:30:00,NSW1,66.49602,8009.47,-908.61,5535.123,1550.117
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T17:00:00,NSW1,79.5064,8447.63,-1272.3,5957.997,1190.773
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T17:30:00,NSW1,83.99,8798.89,-1380,6471.984,908.976
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T18:00:00,NSW1,83.99,9158.43,-1342.69,7004.623,775.597
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T18:30:00,NSW1,88.76303,9317.48,-1235.9,7334.003,721.567
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T19:00:00,NSW1,90.55507,9316.67,-1290.41,7324.003,674.987
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T19:30:00,NSW1,95.04655,9201.27,-1472.23,7054.999,634.621
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T20:00:00,NSW1,86.14845,9040.4,-1224.73,7193.999,595.111
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T20:30:00,NSW1,92.71999,8984.72,-1342.45,7056.996,561.284
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T21:00:00,NSW1,88.39604,8875.24,-1098.83,7227,534.56
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T21:30:00,NSW1,82.19634,8711.52,-1121.37,7062.996,510.964
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T22:00:00,NSW1,92.99817,8519.48,-1425.49,6572,494.06
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T22:30:00,NSW1,106.7653,8441.9,-1607.06,6266.996,527.844
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T23:00:00,NSW1,95.7075,8273.36,-1578.84,6093.001,560.699
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T23:30:00,NSW1,87.13759,8105.49,-1511.13,5957.998,597.172
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T00:00:00,NSW1,69.9901,7990.82,-1467.25,5852.002,632.648
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T00:30:00,NSW1,69.19679,7924.02,-1492.49,5715.373,673.037
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T01:00:00,NSW1,68.69581,7944.93,-1572.51,5612.996,710.664
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T01:30:00,NSW1,64.95,7702.54,-1621.01,5268.258,759.892
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T02:00:00,NSW1,60.9792,7514.41,-1639.62,5008.003,810.217
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T02:30:00,NSW1,59.86392,7256.08,-1540.08,4808,853.34
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T03:00:00,NSW1,58.74411,7101.98,-1498.62,4653.002,893.958
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T03:30:00,NSW1,57.62654,6991.23,-1373.45,4623.004,941.486
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T04:00:00,NSW1,57.39052,6923.16,-1332.53,4545.277,992.473
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T04:30:00,NSW1,56.49918,6931.08,-1247.52,4609.002,1022.238
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T05:00:00,NSW1,57.39007,6954.14,-1146.16,4710.638,1047.662
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T05:30:00,NSW1,59.30024,7049.39,-1155.41,4779.002,1067.558
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T06:00:00,NSW1,64.61576,7168.03,-1158.52,4876.996,1088.894
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T06:30:00,NSW1,71.03438,7460.36,-963.59,5348.001,1107.049
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T07:00:00,NSW1,71.40117,7686.89,-904.75,5609,1139.3
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T07:30:00,NSW1,69.99015,7772.98,-1024.24,5300.658,1422.152
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T08:00:00,NSW1,60.37266,7630.07,-425.33,5031.001,2158.449
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T08:30:00,NSW1,42.69068,7412.71,106.57,4496.03171,3001.38829
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T09:00:00,NSW1,12.15967,6983.18,565.72,3956.02292,3577.90708
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T09:30:00,NSW1,2.71367,6519.3,760.83,3351.02899,3917.30101
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T10:00:00,NSW1,0.00946,6519.84,557.26,3033.99825,4039.49175
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T10:30:00,NSW1,0,6546.83,527.54,3033.99818,4033.53182
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T11:00:00,NSW1,-0.09825,6298.1,865.91,3033.99739,4075.43261
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T11:30:00,NSW1,-1.08289,6358.83,766.24,3034.00395,4045.84605
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T12:00:00,NSW1,-2.01,6413.92,673.76,3034.00038,3998.18962
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T12:30:00,NSW1,-4.09543,6190.7,799.5,3033.997,3894.563
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T13:00:00,NSW1,-5.27877,6101.78,873.96,3034.004,3871.666
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T13:30:00,NSW1,-6.47205,5672.14,1197.69,3033.998,3768.392
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T14:00:00,NSW1,-6.37233,5487.06,1303.55,3033.997,3688.283
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T14:30:00,NSW1,-7.03786,5561.36,1133.82,3034.004,3592.556
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T15:00:00,NSW1,-4.58229,5859.34,719.17,3034.002,3502.718
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T15:30:00,NSW1,-0.09513,6115.18,599.92,3114.005,3562.125
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T16:00:00,NSW1,1.09179,6323.45,377.64,3413.998,3285.482
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T16:30:00,NSW1,42.54,6985.89,62.3,4354.897,2656.043
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T17:00:00,NSW1,70.85902,7540.27,-257.1,5444.896,1830.394
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T17:30:00,NSW1,93.90074,8063.81,-236.14,6759.889,1067.321
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T18:00:00,NSW1,125.46351,8584.87,-215.68,7523.003,846.427
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T18:30:00,NSW1,175.3607,8860.03,-369.74,7663.003,826.847
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T19:00:00,NSW1,176.21199,8915.78,-478.69,7623.003,813.177
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T19:30:00,NSW1,195.75793,8861.89,-576.3,7533,748.7
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T20:00:00,NSW1,198.39004,8788.84,-578.02,7512.998,691.742
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T20:30:00,NSW1,268.07148,8757.1,-874.64,7218.003,637.907
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T21:00:00,NSW1,294.65,8680.75,-905.34,7168.317,581.903
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T21:30:00,NSW1,294.65,8573.23,-458.31,7576.856,525.474
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T22:00:00,NSW1,294.65,8445.02,-584,7369.403,472.847
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T22:30:00,NSW1,294.65,8343.27,-544.31,7361.12,421.21
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T23:00:00,NSW1,294.65,8214.97,-680.81,7128.728,373.142
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T23:30:00,NSW1,292.34502,8030.96,-831.56,6822.182,328.328
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T00:00:00,NSW1,140.47342,7828.69,-770.67,6722.997,294.823
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T00:30:00,NSW1,154.46722,7745.25,-721.86,6723,266.18
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T01:00:00,NSW1,124.91781,7640.11,-839.3,6523.003,243.697
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T01:30:00,NSW1,110.45069,7459.02,-907.16,6273.003,245.157
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T02:00:00,NSW1,97.63,7247.71,-902.79,6066.666,252.514
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T02:30:00,NSW1,97.63,7137.86,-995.14,5851.749,263.091
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T03:00:00,NSW1,96.63226,7000.02,-1032.34,5668.996,272.564
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T03:30:00,NSW1,96.02432,6914.38,-974.26,5629,287.49
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T04:00:00,NSW1,83.99,6855.98,-1160.87,5362.06,303.33
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T14:30:00,QLD1,-3.51,4641.22,1370.55,3237.74597,2682.84403
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T15:00:00,QLD1,-3.51,4850.67,1411.07,3527.74418,2637.33582
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T15:30:00,QLD1,-1.92,5011.49,1451.23,3707.74304,2661.37696
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T16:00:00,QLD1,20.87741,5482.09,849.3,3957.738,2343.462
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T16:30:00,QLD1,60.57626,6122.59,600.87,4929.74,1781.31
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T17:00:00,QLD1,72.5,6720.57,632.59,6212.977,1128.543
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T17:30:00,QLD1,81.00388,7106.8,346.69,6890.736,561.984
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T18:00:00,QLD1,82.36523,7426.98,271.84,7273.739,426.061
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T18:30:00,QLD1,87.73,7543.88,258.66,7236.7,567.16
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T19:00:00,QLD1,88.88,7502.11,270.55,7093.253,680.537
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T19:30:00,QLD1,93.15,7383.1,279.44,6883.232,780.118
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T20:00:00,QLD1,85.39,7260.46,219.18,6585.952,894.808
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T20:30:00,QLD1,87.74,7145.46,460.89,6599.472,1003.348
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T21:00:00,QLD1,84.73001,7137.75,373.06,6399.464,1110.076
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T21:30:00,QLD1,78.73,7075.51,394.82,6197.16,1271.25
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T22:00:00,QLD1,84.5,6945.89,682.41,6256.726,1358.394
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T22:30:00,QLD1,93.73002,6746.33,887.02,6239.71,1367.18
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T23:00:00,QLD1,85.39,6495.03,766.9,5870.769,1371.311
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T23:30:00,QLD1,78.54,6297.01,699.5,5611.985,1367.635
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T00:00:00,QLD1,63.78452,6158.82,602.09,5397.745,1350.825
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T00:30:00,QLD1,63.73,5992.72,554.56,5202.39,1334.13
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T01:00:00,QLD1,62.73002,5826.61,588.99,5088.345,1314.235
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T01:30:00,QLD1,59.2064,5681.47,599.09,5067.737,1198.783
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T02:00:00,QLD1,55.53,5588.81,575.58,5042.796,1108.414
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T02:30:00,QLD1,55.53,5603.46,449.85,5035.278,1010.202
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T03:00:00,QLD1,55.53,5584.1,366.89,5040.548,905.452
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T03:30:00,QLD1,55.53,5573.08,253.13,5030.991,793.139
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T04:00:00,QLD1,55.66073,5561.27,214.45,5067.743,706.647
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T04:30:00,QLD1,55.53,5533.94,128.86,4995.083,667.487
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T05:00:00,QLD1,57.17422,5588.7,56.85,5027.739,617.941
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T05:30:00,QLD1,58.77994,5698.1,97.99,5234.351,561.809
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T06:00:00,QLD1,63.73,5814.31,152.59,5450.845,515.885
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T06:30:00,QLD1,72.5,5987.17,-20.33,5502.967,463.703
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T07:00:00,QLD1,72.5,6096.71,12.15,5577.621,531.349
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T07:30:00,QLD1,67.8989,6053.36,257.95,5334.742,975.308
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T08:00:00,QLD1,62.72994,6136.44,-139.62,4530.919,1463.911
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T08:30:00,QLD1,47.91218,5990.13,-508.1,3639.74,1825.31
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T09:00:00,QLD1,39.75,5811.23,-543.45,3209.218,2039.952
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T09:30:00,QLD1,2.99,5887.64,-491.61,3022.73505,2358.54495
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T10:00:00,QLD1,0.01,5738.91,-287.58,3022.74429,2423.59571
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T10:30:00,QLD1,0,5759.66,-287.96,3022.73905,2440.62095
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T11:00:00,QLD1,-0.1121,6016.78,-447.41,3022.73505,2485.48495
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T11:30:00,QLD1,-1.20519,5937.26,-310.39,3142.73918,2434.23082
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T12:00:00,QLD1,-2.3123,5936.83,-476.17,3142.745,2255.075
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T12:30:00,QLD1,-4.83,5950.12,-583.41,3142.737,2152.903
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T13:00:00,QLD1,-4.84,5995.33,-687.9,3142.736,2083.574
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T13:30:00,QLD1,-4.84,5833.93,-689.08,3022.745,2041.235
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T14:00:00,QLD1,-5,5741.05,-687.07,3022.7398,1949.7002
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T14:30:00,QLD1,-7.01,5462.86,-683.75,3027.73733,1668.85267
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T15:00:00,QLD1,-5,5346.1,-222.33,3317.73803,1758.53197
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T15:30:00,QLD1,-0.09885,5359.71,68.58,3497.739,1890.571
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T16:00:00,QLD1,1.15433,5690.01,-238.36,3697.738,1749.512
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T16:30:00,QLD1,48.219,6050.6,-570.07,4167.739,1290.211
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T17:00:00,QLD1,72.9139,6431.53,-53.52,5523.736,853.534
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T17:30:00,QLD1,93.73002,6765.31,138.76,6468.634,436.276
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T18:00:00,QLD1,125.64522,7042.01,131.64,7003.742,170.988
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T18:30:00,QLD1,174.73,7161.03,183.87,7162.995,183.065
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T19:00:00,QLD1,172.13002,7120.85,284.84,7199.755,206.185
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T19:30:00,QLD1,183.73,7000.6,481.1,7240.896,236.204
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T20:00:00,QLD1,183.73,6874.63,552.63,7141.834,277.786
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T20:30:00,QLD1,230.9,6776.17,981,7399.793,324.107
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T21:00:00,QLD1,255.46674,6763.65,962.05,7316.94,376.96
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T21:30:00,QLD1,266.98022,6710.36,686.84,6955.739,427.091
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T22:00:00,QLD1,261.63492,6640.66,818.83,6950.738,486.302
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T22:30:00,QLD1,262.66105,6438.63,766.32,6665.74,519.07
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T23:00:00,QLD1,252.1206,6234.85,1015.01,6664.74,545.97
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-22T23:30:00,QLD1,214.31659,6072.8,1217.13,6664.739,566.181
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T00:00:00,QLD1,117.55,5938.6,1114.44,6420.181,583.489
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T00:30:00,QLD1,130.69,5808,1024.39,6185.938,604.112
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T01:00:00,QLD1,105.49001,5665.79,1022.97,6031.44,614.19
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T01:30:00,QLD1,93.73005,5543.68,1008.31,5883.939,625.461
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T02:00:00,QLD1,84.73004,5460.46,863.47,5657.949,634.511
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T02:30:00,QLD1,84.5,5417.57,872.33,5616.937,640.633
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T03:00:00,QLD1,84.5,5380.88,800.81,5517.645,636.695
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T03:30:00,QLD1,84.5,5424.41,762.8,5530.994,631.446
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-23T04:00:00,QLD1,73.90591,5370.74,773.83,5488.74,630.29
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T14:30:00,SA1,33.71788,1046.79,-202.45,245.004,600.316
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T15:00:00,SA1,67.44,1136.04,-268.95,270.755,590.915
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T15:30:00,SA1,67.44,1134.27,-266.9,257.766,603.304
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T16:00:00,SA1,89.01,1256.09,-264.36,369.203,615.817
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T16:30:00,SA1,118.65,1377.19,-265.01,510.002,594.928
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T17:00:00,SA1,130.44,1461.26,-260.53,622.945,569.945
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T17:30:00,SA1,118.65,1654.67,-263.87,866.999,515.151
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T18:00:00,SA1,155.9,1781.27,-263.65,1044.063,464.217
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T18:30:00,SA1,130.44,1936.97,-261.14,1228.231,437.929
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T19:00:00,SA1,155.9,1986.19,-202.35,1330.446,444.274
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T19:30:00,SA1,255,2000.77,-196.39,1347.73,447.7
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T20:00:00,SA1,255,1977.82,-186.49,1329.056,453.504
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T20:30:00,SA1,255,1960.06,-183.27,1308.788,459.162
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T21:00:00,SA1,188,1926.85,-174.61,1275.828,467.722
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T21:30:00,SA1,264.54,1880.86,-166.81,1229.552,475.958
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T22:00:00,SA1,255,1818.06,-159.74,1165.467,484.263
2026-08-21T14:05:00,2026-08-21T04:04:14.470Z,2026-08-21T22:30:00,SA1,255,1745.8,-152.29,1096.393,488.737
