SETTLEMENTDATE,REGIONID,RRP,TOTALDEMAND,NETINTERCHANGE,SCHEDULEDGENERATION,SEMISCHEDULEDGENERATION
2026-08-27T08:20:00,TAS1,66.00589,1317.09,195.51,1499.89628,12.70372
2026-08-27T08:20:00,VIC1,70.32,7204.84,-254.12,5733.97349,1198.82651
2026-08-27T08:25:00,NSW1,46.65,8733.81,-607.68,5075.50591,3008.86409
2026-08-27T08:25:00,QLD1,16.88666,6183.61,1028.52,4133.93016,3030.69984
2026-08-27T08:25:00,SA1,67.44,1702.75,-250.76,698.18594,751.30406
2026-08-27T08:25:00,TAS1,46.70298,1294.29,216.77,1499.80021,11.25979
2026-08-27T08:25:00,VIC1,49.90647,7143.71,-275.94,5587.00212,1261.62788
2026-08-27T08:30:00,NSW1,46.65,8609.27,-502.4,5048.94811,3020.09189
2026-08-27T08:30:00,QLD1,22.85,6178.36,975.46,4037.50005,3075.28995
2026-08-27T08:30:00,SA1,67.44,1696.42,-246.31,674.75172,773.27828
2026-08-27T08:30:00,TAS1,48.69608,1263.74,119.96,1371.98089,11.72911
2026-08-27T08:30:00,VIC1,50.1955,7078.65,-250.19,5485.99986,1326.87014
2026-08-27T08:35:00,NSW1,60.50133,8433.94,-372.48,4932.73989,3087.07011
2026-08-27T08:35:00,QLD1,25.75,6122.01,963.82,3875.09441,3168.78559
2026-08-27T08:35:00,SA1,67.44,1647.11,-140.72,689.92261,816.18739
2026-08-27T08:35:00,TAS1,73.68602,1275.41,46.9,1307.00912,15.29088
2026-08-27T08:35:00,VIC1,66.05003,6894.22,-397.38,5071.00322,1409.59678
2026-08-27T08:40:00,NSW1,46.65,8520.18,-452.53,4871.32364,3158.75636
2026-08-27T08:40:00,QLD1,24.81,6029.73,953.86,3757.88735,3185.06265
2026-08-27T08:40:00,SA1,50.30735,1552.31,-59.19,636.00049,857.35951
2026-08-27T08:40:00,TAS1,48.90018,1268.46,33.07,1283.8978,17.6222
2026-08-27T08:40:00,VIC1,50.37257,6834.66,-387.03,5007.00273,1430.40727
2026-08-27T08:45:00,NSW1,46.65,8668.73,-640.69,4839.76253,3147.32747
2026-08-27T08:45:00,QLD1,14.07,5945.09,999.06,3682.55485,3212.43515
2026-08-27T08:45:00,SA1,47.92741,1504.76,-0.2,635.99966,868.56034
2026-08-27T08:45:00,TAS1,47.07756,1247.88,52.99,1283.79978,17.07022
2026-08-27T08:45:00,VIC1,48.6349,6778.48,-316.13,4991.00135,1466.42865
2026-08-27T08:50:00,NSW1,46.65,8473.26,-525.04,4808.33991,3108.07009
2026-08-27T08:50:00,QLD1,39.95146,5907.11,914.91,3603.87396,3181.62604
2026-08-27T08:50:00,SA1,47.30272,1484.98,79.84,667.00231,896.77769
2026-08-27T08:50:00,TAS1,88.24,1241.44,0,1228.60215,12.83785
2026-08-27T08:50:00,VIC1,48.95182,6710.2,-394.58,4812.9954,1496.8646
2026-08-27T08:55:00,NSW1,66.50153,8538.99,-489.94,4912.92808,3102.79192
2026-08-27T08:55:00,QLD1,43,5836.01,920.31,3539.45177,3178.94823
2026-08-27T08:55:00,SA1,68.73065,1481.58,22.71,596.99663,907.06337
2026-08-27T08:55:00,TAS1,70.10878,1220.06,-99.77,1107.8049,12.4851
2026-08-27T08:55:00,VIC1,70.32,6640.12,-276.86,4830.07563,1528.22437
2026-08-27T09:00:00,NSW1,40.31011,8441.1,-537.31,4729.92268,3138.36732
2026-08-27T09:00:00,QLD1,14.07,5772.42,917.5,3485.40459,3162.00541
2026-08-27T09:00:00,SA1,39.73936,1403.42,159.19,666.99542,892.53458
2026-08-27T09:00:00,TAS1,43.16,1212.45,-246.52,953.48306,12.44694
2026-08-27T09:00:00,VIC1,42.10137,6499.71,-205.01,4757.99777,1529.94223
2026-08-27T09:05:00,NSW1,52.92,8276.61,-558.75,4572.62284,3104.92716
2026-08-27T09:05:00,QLD1,6.83,5781.61,884.1,3430.901,3186.359
2026-08-27T09:05:00,SA1,53.38693,1390.96,25,533.99856,881.66144
2026-08-27T09:05:00,TAS1,48.51737,1192.48,-73.72,1105.80461,12.95539
2026-08-27T09:05:00,VIC1,54.80689,6408.94,-186.68,4694.20346,1527.15654
2026-08-27T09:10:00,NSW1,66.53,8360.39,-584.89,4586.8832,3154.0868
2026-08-27T09:10:00,QLD1,24.81,5670.61,910.47,3371.12054,3167.38946
2026-08-27T09:10:00,SA1,65.97076,1343.4,83.06,522.00438,903.09562
2026-08-27T09:10:00,TAS1,63.64013,1184.35,-66.77,1105.89845,11.67155
2026-08-27T09:10:00,VIC1,68.72698,6393.19,-261.54,4613.99698,1515.78302
2026-08-27T09:15:00,NSW1,52.92,8196.78,-627.7,4393.8717,3135.1483
2026-08-27T09:15:00,QLD1,6.85,5697.46,883.39,3345.66762,3185.74238
2026-08-27T09:15:00,SA1,50.61578,1271.99,137.3,512.99933,893.31067
2026-08-27T09:15:00,TAS1,45.88711,1151.18,-35.03,1105.80214,10.34786
2026-08-27T09:15:00,VIC1,53.59712,6370.94,-263.32,4591.99737,1513.46263
2026-08-27T09:20:00,NSW1,66.53,8124.1,-515.75,4381.32945,3196.77055
2026-08-27T09:20:00,QLD1,24.00008,5710.37,842.86,3345.49621,3170.22379
2026-08-27T09:20:00,SA1,67.2755,1266.78,-40.82,368.98245,857.42755
2026-08-27T09:20:00,TAS1,67.2573,1139.8,-24.68,1105.90389,9.22611
2026-08-27T09:20:00,VIC1,68.42499,6245.51,-194.14,4537.00319,1514.20681
2026-08-27T09:25:00,NSW1,66.53,8112,-566.61,4312.27625,3191.39375
2026-08-27T09:25:00,QLD1,6.85,5643.22,872.57,3345.19153,3119.43847
2026-08-27T09:25:00,SA1,85.44,1321.31,-74.42,374.76799,872.93201
2026-08-27T09:25:00,TAS1,66.34504,1126.73,-12.09,1105.79753,8.84247
2026-08-27T09:25:00,VIC1,67.69697,6231.08,-128.4,4590.99697,1512.69303
2026-08-27T09:30:00,NSW1,52.92,8151.13,-707.24,4171.53612,3229.41388
2026-08-27T09:30:00,QLD1,6.85,5622.63,915.99,3345.11819,3139.85181
2026-08-27T09:30:00,SA1,49.69771,1180.95,122.26,436.999,863.411
2026-08-27T09:30:00,TAS1,51.64503,1114.81,0.11,1105.69752,9.22248
2026-08-27T09:30:00,VIC1,52.84835,6181.2,-229.82,4456.99591,1492.47409
2026-08-27T09:35:00,NSW1,65.03,7916.85,-665.11,4058.71112,3163.22888
2026-08-27T09:35:00,QLD1,24.80003,5669.42,839.24,3345.06285,3125.29715
2026-08-27T09:35:00,SA1,62.07227,1158.13,62.49,368.8909,850.5291
2026-08-27T09:35:00,TAS1,63.65426,1103.61,-14.49,1079.89707,9.22293
2026-08-27T09:35:00,VIC1,64.93752,6071.78,-152.75,4426.00206,1492.93794
2026-08-27T09:40:00,NSW1,66.53,7838.03,-683.62,4010.15127,3113.65873
2026-08-27T09:40:00,QLD1,24.81,5758.26,850.27,3345.40031,3223.66969
2026-08-27T09:40:00,SA1,63.88253,1112.1,7.6,291.70442,827.85558
2026-08-27T09:40:00,TAS1,64.92262,1095.73,-8.47,1079.9038,7.3662
2026-08-27T09:40:00,VIC1,66.22571,6011.29,-96.59,4408.00481,1507.70519
2026-08-27T09:45:00,NSW1,66.53,7720.45,-627.09,3939.73679,3117.57321
2026-08-27T09:45:00,QLD1,12.46211,5687.2,837.34,3339.77951,3139.14049
2026-08-27T09:45:00,SA1,41.86943,1090.14,-24.93,242.99641,822.61359
2026-08-27T09:45:00,TAS1,43.16,1082.56,-106.07,968.72415,7.76585
2026-08-27T09:45:00,VIC1,43.13253,5898,-0.79,4390.99817,1509.01183
2026-08-27T09:50:00,NSW1,66.53,7685.69,-594.17,3867.27716,3181.04284
2026-08-27T09:50:00,QLD1,0.73,5674,826.82,3345.28274,3102.17726
2026-08-27T09:50:00,SA1,138.92,1110.73,-72.04,237.00392,802.73608
2026-08-27T09:50:00,TAS1,43.18,1064.26,-72.3,982.41897,9.54103
2026-08-27T09:50:00,VIC1,46.87922,5885.93,3.65,4386.9952,1506.1248
2026-08-27T09:55:00,NSW1,66.53,7740.71,-573.26,3878.64053,3250.55947
2026-08-27T09:55:00,QLD1,6.83,5674.8,813.28,3355.25899,3084.69101
2026-08-27T09:55:00,SA1,85.44,983.9,-10.01,166.26931,807.81069
2026-08-27T09:55:00,TAS1,27.13,1061.6,-201.05,851.9348,8.6152
2026-08-27T09:55:00,VIC1,26.61186,5744.86,54.87,4294.00245,1508.08755
2026-08-27T10:00:00,NSW1,66.53,7638.89,-598.15,3796.50887,3201.56113
2026-08-27T10:00:00,QLD1,0.01,5450.57,817.94,3339.73031,2875.89969
2026-08-27T10:00:00,SA1,25.57574,957.03,-0.95,160.00406,796.09594
2026-08-27T10:00:00,TAS1,27.13,1053.09,-208.78,835.76462,8.54538
2026-08-27T10:00:00,VIC1,26.61046,5703.67,83.51,4271.99749,1517.14251
2026-08-27T10:05:00,NSW1,66.53,7656.41,-588.84,3765.58847,3258.88153
2026-08-27T10:05:00,QLD1,0.01,5425.67,823,3355.08347,2840.03653
2026-08-27T10:05:00,SA1,85.44,972.53,-66.51,155.92403,751.14597
2026-08-27T10:05:00,TAS1,27.13,1046.59,-284.82,755.64973,6.11027
2026-08-27T10:05:00,VIC1,26.26668,5542.9,211.78,4245.84053,1509.82947
2026-08-27T10:10:00,NSW1,71.4,7516.44,-623.35,3632.2302,3214.4698
2026-08-27T10:10:00,QLD1,0.01,5414.19,870.4,3355.20211,2871.51789
2026-08-27T10:10:00,SA1,28.88,942.85,-82.28,150.78346,711.08654
2026-08-27T10:10:00,TAS1,27.13,1055.61,-252.57,797.84689,5.19311
2026-08-27T10:10:00,VIC1,26.35048,5582.83,188.31,4239.65384,1533.94616
2026-08-27T10:15:00,NSW1,52.92,7428.21,-600.49,3579.00336,3200.27664
2026-08-27T10:15:00,QLD1,0.01,5336.89,895.79,3355.19044,2816.87956
2026-08-27T10:15:00,SA1,85.44,960.66,-55.68,169.30768,736.59232
2026-08-27T10:15:00,TAS1,25.98,1045.63,-390.94,647.58853,7.10147
2026-08-27T10:15:00,VIC1,24.60702,5530.56,262.98,4227.56629,1562.44371
2026-08-27T10:20:00,NSW1,52.92,7354.66,-527.79,3552.41406,3230.56594
2026-08-27T10:20:00,QLD1,0,5302.8,831.8,3369.08178,2710.53822
2026-08-27T10:20:00,SA1,18.59857,909.15,-43.44,140.00481,726.48519
2026-08-27T10:20:00,TAS1,20.25169,1029.78,-397.44,625.89501,6.44499
2026-08-27T10:20:00,VIC1,19.18,5484.63,238.8,4182.35553,1537.24447
2026-08-27T10:25:00,NSW1,52.92,7416.18,-598.01,3547.29768,3227.18232
2026-08-27T10:25:00,QLD1,0,5285.17,829.1,3384.95823,2674.79177
2026-08-27T10:25:00,SA1,18.76769,953.5,-81.99,139.99625,732.78375
2026-08-27T10:25:00,TAS1,20.27574,1029.3,-395.05,625.89621,8.35379
2026-08-27T10:25:00,VIC1,19.2,5377.91,346.43,4200.84064,1519.94936
2026-08-27T10:30:00,NSW1,52.92,7456.21,-581.7,3573.81356,3258.88644
2026-08-27T10:30:00,QLD1,0,5229.65,799.3,3393.13203,2583.71797
2026-08-27T10:30:00,SA1,12.6799,981.03,-82.18,139.99999,760.09001
2026-08-27T10:30:00,TAS1,13.68816,1018.6,-388.62,620.90118,9.07882
2026-08-27T10:30:00,VIC1,12.96,5313.81,349.2,4125.71653,1533.96347
2026-08-27T10:35:00,NSW1,66.53,7373.92,-598.36,3526.07455,3204.04545
2026-08-27T10:35:00,QLD1,0.01,5312.12,851.59,3404.28575,2702.40425
2026-08-27T10:35:00,SA1,18.46455,948.56,-11.91,139.99735,796.88265
2026-08-27T10:35:00,TAS1,27.1,1018.01,-422.76,588.7192,6.5308
2026-08-27T10:35:00,VIC1,19.2,5340.05,289.53,4074.99626,1548.71374
2026-08-27T10:40:00,NSW1,66.53,7521.22,-626.61,3581.88006,3265.28994
2026-08-27T10:40:00,QLD1,0.01,5229.06,877.08,3419.85864,2626.86136
2026-08-27T10:40:00,SA1,49.23158,925.88,-23.53,139.99511,762.78489
2026-08-27T10:40:00,TAS1,53.13726,1031.7,-320.86,704.89949,5.94051
2026-08-27T10:40:00,VIC1,50.94,5426.37,200.98,4105.73678,1520.99322
2026-08-27T10:45:00,NSW1,66.53,7517.24,-601.01,3514.81327,3354.67673
2026-08-27T10:45:00,QLD1,0,5185.02,869.65,3424.92582,2570.94418
2026-08-27T10:45:00,SA1,48.90901,960.73,-1.25,140.00087,819.49913
2026-08-27T10:45:00,TAS1,52.97168,1025.13,-314.39,704.79855,5.94145
2026-08-27T10:45:00,VIC1,50.94,5461.12,152.91,4080.71602,1532.93398
2026-08-27T10:50:00,NSW1,52.92,7446.27,-607.2,3494.99503,3295.69497
2026-08-27T10:50:00,QLD1,0,5187.68,895.35,3424.57571,2597.25429
2026-08-27T10:50:00,SA1,24.9844,814.07,159.58,140.0019,828.7481
2026-08-27T10:50:00,TAS1,28.36333,1030.33,-347.29,677.90138,5.13862
2026-08-27T10:50:00,VIC1,27.1,5592.18,20.23,4048.99918,1557.21082
2026-08-27T10:55:00,NSW1,52.92,7444.07,-603.96,3494.99556,3297.41444
2026-08-27T10:55:00,QLD1,0,5261.22,891.65,3425.00666,2667.55334
2026-08-27T10:55:00,SA1,23.65596,774.23,226.68,140.00415,853.09585
2026-08-27T10:55:00,TAS1,27.1,1024.63,-332.48,686.18274,5.95726
2026-08-27T10:55:00,VIC1,25.97633,5650.24,-57.72,4002.9984,1581.1716
2026-08-27T11:00:00,NSW1,52.92,7426.08,-570.89,3495.00158,3311.09842
2026-08-27T11:00:00,QLD1,2,5238.23,916.49,3425.79824,2666.47176
2026-08-27T11:00:00,SA1,23.45693,791.57,231.61,139.99631,874.98369
2026-08-27T11:00:00,TAS1,27.1,1020.26,-338.83,672.60524,8.82476
2026-08-27T11:00:00,VIC1,25.89441,5605.88,-110.14,3936.99664,1550.22336
2026-08-27T11:05:00,NSW1,52.92,7473.75,-598.58,3510.00344,3323.33656
2026-08-27T11:05:00,QLD1,6.85,5180.88,895.51,3424.92197,2597.17803
2026-08-27T11:05:00,SA1,25.38795,954.06,91.73,139.99944,903.26056
2026-08-27T11:05:00,TAS1,28.58326,1012.57,-375.29,630.90334,6.37666
2026-08-27T11:05:00,VIC1,27.14,5344.18,90.32,3848.00106,1581.46894
2026-08-27T11:10:00,NSW1,66.84482,7459.1,-592.01,3529.81336,3291.36664
2026-08-27T11:10:00,QLD1,6.85,5091.77,940.79,3424.77726,2548.25274
2026-08-27T11:10:00,SA1,24.81944,848.91,188.04,140.00194,890.51806
2026-08-27T11:10:00,TAS1,28.48911,1005.86,-367.66,630.89654,7.30346
2026-08-27T11:10:00,VIC1,27.14,5384.73,-49.44,3800.99934,1526.44066
2026-08-27T11:15:00,NSW1,64.95,7578.43,-709.22,3516.70972,3313.55028
2026-08-27T11:15:00,QLD1,14.07,5102.42,918.75,3424.97151,2545.29849
2026-08-27T11:15:00,SA1,24.51379,836.14,244.14,139.99757,931.15243
2026-08-27T11:15:00,TAS1,28.48955,1000.78,-367.24,625.90018,7.63982
2026-08-27T11:15:00,VIC1,27.14,5280.41,24.21,3714.00065,1578.95935
2026-08-27T11:20:00,NSW1,66.53,7560.75,-737.95,3529.82235,3255.05765
2026-08-27T11:20:00,QLD1,25.83,4959.23,971.67,3424.2551,2456.0949
2026-08-27T11:20:00,SA1,24.21616,786.1,294.76,139.99766,929.00234
2026-08-27T11:20:00,TAS1,28.48771,991.66,-357.6,625.89932,8.15068
2026-08-27T11:20:00,VIC1,27.14,5325.89,-57.18,3648.00486,1607.33514
2026-08-27T11:25:00,NSW1,66.53,7606.05,-725.75,3529.81461,3302.42539
2026-08-27T11:25:00,QLD1,6.85,5044.95,986.78,3424.49156,2545.11844
2026-08-27T11:25:00,SA1,22.54083,735.29,363.09,139.9991,942.5609
2026-08-27T11:25:00,TAS1,27.1,984.86,-400.98,577.07305,6.80695
2026-08-27T11:25:00,VIC1,25.65326,5314.96,-77.85,3538.0025,1679.8075
2026-08-27T11:30:00,NSW1,52.92,7606.39,-768.43,3509.99746,3287.99254
2026-08-27T11:30:00,QLD1,14.07,5012.27,972.1,3424.21685,2507.48315
2026-08-27T11:30:00,SA1,24.2985,822.53,267.79,140.00482,939.85518
2026-08-27T11:30:00,TAS1,28.40858,980.08,-343.36,625.90329,10.81671
2026-08-27T11:30:00,VIC1,27.14,5110.31,-13.21,3450.00414,1635.30586
2026-08-27T11:35:00,NSW1,52.92,7671.33,-776.21,3568.79065,3291.73935
2026-08-27T11:35:00,QLD1,25.75,5043.23,943.69,3409.23727,2531.73273
2026-08-27T11:35:00,SA1,34.94032,657.79,471.14,150.99759,954.29241
2026-08-27T11:35:00,TAS1,45.92099,972.56,-333.59,625.89614,13.07386
2026-08-27T11:35:00,VIC1,44,5213.97,-176.49,3352.53509,1660.58491
2026-08-27T11:40:00,NSW1,42.67011,7780.63,-791.88,3591.40021,3359.12979
2026-08-27T11:40:00,QLD1,14.07,4993.55,960.18,3398.05638,2505.42362
2026-08-27T11:40:00,SA1,23.65062,670.13,438.1,139.99578,946.93422
2026-08-27T11:40:00,TAS1,28.62093,971.21,-333.19,625.80153,12.21847
2026-08-27T11:40:00,VIC1,27.42,5090.29,-141.18,3280.00243,1646.84757
2026-08-27T11:45:00,NSW1,44.7599,7931.04,-903.95,3609.80063,3368.60937
2026-08-27T11:45:00,QLD1,6.85,5024.95,1012.27,3390.1836,2586.1064
2026-08-27T11:45:00,SA1,23.65386,679.14,438.34,140.00356,956.19644
2026-08-27T11:45:00,TAS1,28.62115,966.32,-325.69,625.90136,14.72864
2026-08-27T11:45:00,VIC1,27.42,5021.9,-65.66,3251.00246,1680.82754
2026-08-27T11:50:00,NSW1,52.92,7825.61,-780.69,3630.00126,3374.01874
2026-08-27T11:50:00,QLD1,14.07,4993.73,974.33,3375.32724,2538.95276
2026-08-27T11:50:00,SA1,23.84061,705.26,407.69,140.00445,953.77555
2026-08-27T11:50:00,TAS1,28.62664,961.78,-325.39,625.80253,10.58747
2026-08-27T11:50:00,VIC1,27.42,5156.75,-142.73,3250.99795,1743.65205
2026-08-27T11:55:00,NSW1,52.92,7780.08,-767.44,3629.99907,3349.99093
2026-08-27T11:55:00,QLD1,31.69,4965.76,932.55,3021.39018,2833.29982
2026-08-27T11:55:00,SA1,24.46325,814.37,272.37,140.00062,935.58938
2026-08-27T11:55:00,TAS1,28.62629,959.88,-322.99,625.89563,10.98437
2026-08-27T11:55:00,VIC1,27.42,5033.22,-15.33,3250.99775,1755.16225
2026-08-27T12:00:00,NSW1,42.08,7617.12,-678.42,3601.96767,3304.91233
2026-08-27T12:00:00,QLD1,22.85,5012.17,933.15,3010.56751,2890.50249
2026-08-27T12:00:00,SA1,34.21212,775.59,304.11,140.00391,926.57609
2026-08-27T12:00:00,TAS1,40.28057,956.73,-319.53,625.89787,11.30213
2026-08-27T12:00:00,VIC1,38.7,5153.09,-138.81,3250.99847,1751.97153
2026-08-27T12:05:00,NSW1,52.92,7763.25,-752.5,3574.68922,3395.17078
2026-08-27T12:05:00,QLD1,14.07,5059.1,984.42,2990.29121,2998.47879
2026-08-27T12:05:00,SA1,29.77094,744.16,346.63,139.99801,934.80199
2026-08-27T12:05:00,TAS1,35.38827,954.32,-317.41,625.796,11.114
2026-08-27T12:05:00,VIC1,34,5107.47,-134.79,3248.99926,1708.95074
2026-08-27T12:10:00,NSW1,46.47793,7895.7,-871.89,3544.54042,3439.77958
2026-08-27T12:10:00,QLD1,29.83,4960.05,1031.58,2990.08728,2949.65272
2026-08-27T12:10:00,SA1,38.87602,753.82,330.91,139.99697,929.71303
2026-08-27T12:10:00,TAS1,46.03689,957.59,-319.29,625.9013,12.3987
2026-08-27T12:10:00,VIC1,44.23,5159.87,-49.12,3376.99546,1717.96454
2026-08-27T12:15:00,NSW1,52.92,7757.95,-836.35,3490.2448,3392.0052
2026-08-27T12:15:00,QLD1,25.75,5013.03,1018.52,2989.99975,2989.06025
2026-08-27T12:15:00,SA1,23.63908,711.55,368.36,140.00287,922.30713
2026-08-27T12:15:00,TAS1,28.25462,952.16,-315.38,617.79185,18.97815
2026-08-27T12:15:00,VIC1,27.14,5070.35,-108.36,3250.99911,1693.65089
2026-08-27T12:20:00,NSW1,66.53,7782.34,-846.62,3481.71192,3413.34808
2026-08-27T12:20:00,QLD1,25.75,5040.09,1005.06,2990.32453,3001.39547
2026-08-27T12:20:00,SA1,23.75062,719.39,354.32,140.0017,917.1483
2026-08-27T12:20:00,TAS1,28.25768,954.07,-313.73,617.79935,22.55065
2026-08-27T12:20:00,VIC1,27.14,5042.69,-71.25,3266.99631,1687.30369
2026-08-27T12:25:00,NSW1,84.79,7879.29,-824.23,3606.0089,3402.4411
2026-08-27T12:25:00,QLD1,14.07,5096.19,1005.48,2990.19493,3051.11507
2026-08-27T12:25:00,SA1,24.56969,805.73,234.93,140.00094,891.10906
2026-08-27T12:25:00,TAS1,28.54986,947.03,-305.03,617.79655,24.21345
2026-08-27T12:25:00,VIC1,27.42,4883.74,15.06,3243.49769,1645.59231
2026-08-27T12:30:00,NSW1,99.2,7442.85,-357.31,3712.66585,3329.67415
2026-08-27T12:30:00,QLD1,25.75,5057.66,1035.07,2990.07824,3043.78176
2026-08-27T12:30:00,SA1,9.77852,843.38,127.64,139.99622,826.59378
2026-08-27T12:30:00,TAS1,11.29888,949.96,-405.33,518.89653,25.73347
2026-08-27T12:30:00,VIC1,10.65,5104.16,-286.72,3145.6133,1664.9667
2026-08-27T12:35:00,NSW1,73.3,7514.44,-524.77,3677.11093,3275.56907
2026-08-27T12:35:00,QLD1,25.75,5128.38,998.8,2990.17242,3084.31758
2026-08-27T12:35:00,SA1,24.36104,768.28,246.07,140.00169,864.40831
2026-08-27T12:35:00,TAS1,28.26261,946.18,-314.69,610.90255,20.58745
2026-08-27T12:35:00,VIC1,27.14,5188.97,-300.16,3227.00161,1656.18839
2026-08-27T12:40:00,NSW1,66.53,7409.3,-402.77,3620.34197,3346.31803
2026-08-27T12:40:00,QLD1,14.07,5132.98,969.71,2974.99513,3072.50487
2026-08-27T12:40:00,SA1,25.21849,906.44,96.17,140.00277,859.47723
2026-08-27T12:40:00,TAS1,28.35564,946.87,-314.12,610.9015,21.8485
2026-08-27T12:40:00,VIC1,27.23,5104.94,-251.04,3227.00121,1627.13879
2026-08-27T12:45:00,NSW1,66.53,7655.57,-502.09,3647.82462,3468.18538
2026-08-27T12:45:00,QLD1,31.69,5088.12,1027.76,2989.55577,3072.80423
2026-08-27T12:45:00,SA1,25.36444,906.6,71.73,140.00002,836.00998
2026-08-27T12:45:00,TAS1,28.56126,952.19,-320.28,610.7989,21.1111
2026-08-27T12:45:00,VIC1,27.34,5051.62,-185.41,3227.00011,1640.80989
2026-08-27T12:50:00,NSW1,73.3,7559.3,-422.55,3687.44916,3413.62084
2026-08-27T12:50:00,QLD1,40.1,5106.47,1016.58,2990.54939,3081.05061
2026-08-27T12:50:00,SA1,24.1534,895.47,69.98,139.99578,823.19422
2026-08-27T12:50:00,TAS1,27.1,942.01,-323.93,590.73746,27.34254
2026-08-27T12:50:00,VIC1,25.93628,5133.82,-252.42,3227.00443,1656.13557
2026-08-27T12:55:00,NSW1,52.92,7598.32,-428.64,3729.1211,3405.7989
2026-08-27T12:55:00,QLD1,43.75,5065.99,1020.22,2989.8451,3046.1449
2026-08-27T12:55:00,SA1,18.86073,873.26,144.61,140.00074,872.53926
2026-08-27T12:55:00,TAS1,21.8117,943.63,-383.47,529.9045,30.2655
2026-08-27T12:55:00,VIC1,20.68,5178.75,-258.69,3227.00336,1689.34664
2026-08-27T13:00:00,NSW1,28.6214,7602.32,-509.84,3663.34661,3414.15339
2026-08-27T13:00:00,QLD1,25.51748,5430.73,649.22,2990.2035,3068.0265
2026-08-27T13:00:00,SA1,24.97017,877.76,131.94,140.004,865.006
2026-08-27T13:00:00,TAS1,28.28669,937.85,-299.16,610.80445,27.88555
2026-08-27T13:00:00,VIC1,27.24,4894.28,73.02,3226.99651,1736.51349
2026-08-27T13:05:00,NSW1,66.53,7947.49,-744.93,3735.93977,3428.43023
2026-08-27T13:05:00,QLD1,31.69,5128.16,1027.46,2995.84349,3106.26651
2026-08-27T13:05:00,SA1,29,816.57,194.13,140.00119,862.98881
2026-08-27T13:05:00,TAS1,33.30104,934.9,-286.09,615.80327,33.00673
2026-08-27T13:05:00,VIC1,32.07028,5053.64,-87.67,3226.99534,1735.48466
2026-08-27T13:10:00,NSW1,83.99,7821.93,-532.05,3823.24643,3429.59357
2026-08-27T13:10:00,QLD1,43.75,5044.85,1041.15,2995.52064,3036.12936
2026-08-27T13:10:00,SA1,25.0392,859.22,129.39,139.99866,843.78134
2026-08-27T13:10:00,TAS1,28.56326,955.6,-313.52,615.89706,26.18294
2026-08-27T13:10:00,VIC1,27.42,5176.46,-229.99,3225.00435,1722.70565
2026-08-27T13:15:00,NSW1,33.83114,7411.5,-169.06,3745.61394,3484.02606
2026-08-27T13:15:00,QLD1,29.99498,5399.37,671.63,2996.73468,3051.37532
2026-08-27T13:15:00,SA1,30.84642,823,160.74,140.00109,837.58891
2026-08-27T13:15:00,TAS1,35.53232,972.59,-329.65,615.79825,27.14175
2026-08-27T13:15:00,VIC1,34,5216.61,-290.57,3227.00278,1697.78722
2026-08-27T13:20:00,NSW1,13.3,7385.03,253.15,4185.25167,3450.85833
2026-08-27T13:20:00,QLD1,12.40669,5647.03,381.8,2996.55036,3024.23964
2026-08-27T13:20:00,SA1,12.58499,844.78,129.38,139.99847,829.28153
2026-08-27T13:20:00,TAS1,14.63923,976.56,-417.6,523.79873,35.16127
2026-08-27T13:20:00,VIC1,13.79338,5291.9,-325.17,3226.99628,1733.15372
2026-08-27T13:25:00,NSW1,24.65536,7267.67,349.61,4177.60328,3439.11672
2026-08-27T13:25:00,QLD1,23.29274,5704.74,302.55,2995.09663,3006.94337
2026-08-27T13:25:00,SA1,24.36371,991.2,-44.08,139.99898,808.31102
2026-08-27T13:25:00,TAS1,27.1,964.27,-392.91,541.03064,30.32936
2026-08-27T13:25:00,VIC1,25.61282,5164.33,-210.12,3227.0006,1726.7794
2026-08-27T13:30:00,NSW1,26.33179,7778.67,-38.93,4139.66623,3599.76377
2026-08-27T13:30:00,QLD1,24.64,5665.09,346.64,2995.6245,3009.4655
2026-08-27T13:30:00,SA1,23.45722,783.08,175.74,140.00155,811.96845
2026-08-27T13:30:00,TAS1,27.1,972.74,-345.94,599.73601,27.06399
2026-08-27T13:30:00,VIC1,25.8518,5107.81,-120.31,3227.00175,1757.09825
2026-08-27T13:35:00,NSW1,13.3,7628.27,32.74,4074.8636,3586.3564
2026-08-27T13:35:00,QLD1,12.49351,5665.65,335.64,2995.67337,2999.37663
2026-08-27T13:35:00,SA1,12.01313,837.2,145.36,140.00441,837.19559
2026-08-27T13:35:00,TAS1,15.68515,979.4,-438.26,515.80119,25.34881
2026-08-27T13:35:00,VIC1,13.17264,5068.97,-57.16,3227.00479,1777.87521
2026-08-27T13:40:00,NSW1,25.75018,7733.79,-464.6,3675.60292,3579.26708
2026-08-27T13:40:00,QLD1,22.85,5432.04,664.84,3005.3414,3069.3486
2026-08-27T13:40:00,SA1,22.46728,787.83,166.17,139.99512,807.74488
2026-08-27T13:40:00,TAS1,27.08,980.51,-432.78,520.85009,26.87991
2026-08-27T13:40:00,VIC1,24.71527,4889.54,119.72,3226.99849,1771.67151
2026-08-27T13:45:00,NSW1,29.06698,7660.29,-561.55,3533.19313,3546.13687
2026-08-27T13:45:00,QLD1,25.46,5310.67,755.47,3004.91877,3032.89123
2026-08-27T13:45:00,SA1,25.31574,778.59,172.17,140.0031,804.0969
